Id,Image,Part No,Name,Color,Quantity,Average Price,Value,Used Price,Used Value,Remarks
293,"=IMAGE(""https://lh3.googleusercontent.com/-0aVo55GlCekCpO2I6oKHIj0W4nhQpKq_4R1TjVS4xAIlRj-vxW5_3Ggm00HZMVE-O2rUy_FTYLhcC5DPgwCeljQRTpJvFcVtQ6SbNfqY8kGkmWDMByOkIv0-6ONbtIa55rWDQ9trFOqHZNxUj08njYMUrLE0_nXiyDfF_zO5Nkc40if-_mIbNPAkrerf9A0VtA5X2f_rnDjsggaa2p9Cem4SgthLVyBFaHrRXg9R3CptEThnl2B_7GBKTV7GxqsSycRFJfRCHXppz6wpM81mi2xHhX4JY27Ak56tjhJhGerXiEniNIfB7Q5SFXAvJvrI4n-qhfZNXq3RU_fkGsAf-8FlcOUTK-II8KmrX6JZAtaa6musXShSdzZde9WgP9tFHv5Mir4PhhqkH36DlWR9lVfrPhaV6eVaEUlARmkckg2EKOHVrIEV3gcVzDtbok0EdGrndpihQ-xDr39FDVczRk9jcEAMH2a23arP-tgnCTGmIMw_UrPi-3PbsPswdIDGKffe2H7qTeBm-RMQ4WiMMpJm1UL87XtegosHnyLJ-2GGB2HSfyBIwx98plGMCAylV6CuH068fWgSc7Rr12Bjm0_-wXdTaHRKTNtMlsvbLQJI-lAYboUyPw2iMyoT8kLTPGm8IJ-F8U0xVesHt7KP_FtREdFcWXc=w1278-h959-no"")",N/A,"Various curved, cylinder 1x1, modified plate 1x1, dish",Various,60,0.1,6.0,0.1,6.0,
294,"=IMAGE(""https://lh3.googleusercontent.com/Bs7_RN8vHK0rnBNUXmz6-AJjwxaCfZ9lIBZR2ynM2Ao_lPqTZ2jftRoiB4NZwc6YkxhtIT7-hubuVDVppJctkQzIZW_GUB-XNcMFj_66e2-e6ouAdYLfgpA858a2TjHaPSzPf03OndZ5UpEAl6MXTKitKN2-iiSCNWLMLu6paZ0tnE32ywnc8fH55svAELxHOqmr3o6-FvxDygAHEUCoPnecIPTHqvHTrEtafB8MJhsMK6PjXUPHEZU208TGy0JGxpBP9--DKC5J05UBbZxPyiU9D0-whDVsgODh_UakWFqabGNRoIwlg_HTHp3YrQBkh0gJwDvgjrOUW4L7uC-qN_2CN_tRIIW5sm6XtBKnQhRBiSCR3S7ffJ3anEb9N8DLReWoSPJ8Ut0K0ftjoI1KkkQHOhc1JWQPlhW4K54OjDwrJgTkTQSurzNaMHt8de2M3uG1_V56xHn3oh3Af0lq9C1OX7Zwk3m-GSx0Tkjs3SYHsI1BArhJ0pUXILG6Sk8lx9xk9Ah_P72s2Yo1zTXoQ56CFRYwL2rSiJJpZVPksyDeg4sgOxpdyaXeGx_myd5Lgzzd799eTdATVNekk_g3_SsXkgxC2jbU8Zs5gY7y_YgJrh-4Vy-CpL90Ho91dKOc3HZ3CDfUwT7nXCXH2UN4JgOqtRiVrw1z=w993-h1324-no"")",N/A,"Various Cones, Curved Panels",Various,60,0.1,6.0,0.1,6.0,
295.1,"=IMAGE(""HTTP://img.bricklink.com/P/63/4445.jpg"")",4445,Slope 45 2 x 8,Dark Blue,41,0.3204,13.1364,0.3201,13.1241,
295.2,"=IMAGE(""HTTP://img.bricklink.com/P/63/4445.jpg"")",4445,Slope 45 2 x 8,Dark Blue,41,0.3204,13.1364,0.3201,13.1241,
296,"=IMAGE(""HTTP://img.bricklink.com/P/5/4445.jpg"")",4445,Slope 45 2 x 8,Red,49,0.3021,14.8029,0.2965,14.5285,
297,"=IMAGE(""HTTP://img.bricklink.com/P/85/4445.jpg"")",4445,Slope 45 2 x 8,Dark Bluish Gray,8,1.6716,13.3728,1.6394,13.1152,
298,"=IMAGE(""HTTP://img.bricklink.com/P/59/4445.jpg"")",4445,Slope 45 2 x 8,Dark Red,69,0.1648,11.3712,0.1623,11.1987,
299.1,"=IMAGE(""HTTP://img.bricklink.com/P/7/3684a.jpg"")",3684a,Slope 75 2 x 2 x 3 - Hollow Studs,Blue,22,0.7928,17.441599999999998,0.5928,13.041599999999999,
299.2,"=IMAGE(""HTTP://img.bricklink.com/P/7/3684a.jpg"")",3684a,Slope 75 2 x 2 x 3 - Hollow Studs,Blue,22,0.7928,17.441599999999998,0.5928,13.041599999999999,
301,"=IMAGE(""HTTP://img.bricklink.com/P/63/3037.jpg"")",3037,Slope 45 2 x 4,Dark Blue,181,0.1119,20.2539,0.1124,20.3444,
302,"=IMAGE(""HTTP://img.bricklink.com/P/6/3297.jpg"")",3297,Slope 33 3 x 4,Green,36,0.2912,10.4832,0.2902,10.4472,
303,"=IMAGE(""HTTP://img.bricklink.com/P/5/3297.jpg"")",3297,Slope 33 3 x 4,Red,94,0.1923,18.0762,0.1928,18.1232,
304,"=IMAGE(""HTTP://img.bricklink.com/P/7/3037.jpg"")",3037,Slope 45 2 x 4,Blue,170,0.0885,15.045,0.0872,14.824,
305.1,"=IMAGE(""HTTP://img.bricklink.com/P/11/3037.jpg"")",3037,Slope 45 2 x 4,Black,121,0.1912,23.1352,0.1916,23.1836,
305.2,"=IMAGE(""HTTP://img.bricklink.com/P/11/3037.jpg"")",3037,Slope 45 2 x 4,Black,121,0.1912,23.1352,0.1916,23.1836,
305.3,"=IMAGE(""HTTP://img.bricklink.com/P/11/3037.jpg"")",3037,Slope 45 2 x 4,Black,121,0.1912,23.1352,0.1916,23.1836,
306,"=IMAGE(""HTTP://img.bricklink.com/P/71/3037.jpg"")",3037,Slope 45 2 x 4,Magenta,221,0.0422,9.3262,0.0417,9.2157,
307,"=IMAGE(""HTTP://img.bricklink.com/P/86/3037.jpg"")",3037,Slope 45 2 x 4,Light Bluish Gray,52,0.1213,6.3076,0.121,6.292,
308,"=IMAGE(""HTTP://img.bricklink.com/P/85/3037.jpg"")",3037,Slope 45 2 x 4,Dark Bluish Gray,82,0.1407,11.5374,0.1422,11.6604,
309,"=IMAGE(""HTTP://img.bricklink.com/P/59/3037.jpg"")",3037,Slope 45 2 x 4,Dark Red,61,0.1415,8.631499999999999,0.1403,8.558300000000001,
310,"=IMAGE(""HTTP://img.bricklink.com/P/5/3037.jpg"")",3037,Slope 45 2 x 4,Red,137,0.0925,12.6725,0.0925,12.6725,
311,"=IMAGE(""HTTP://img.bricklink.com/P/5/3299.jpg"")",3299,Slope 33 2 x 4 Double,Red,59,0.1366,8.0594,0.1392,8.2128,
312,"=IMAGE(""HTTP://img.bricklink.com/P/63/3041.jpg"")",3041,Slope 45 2 x 4 Double,Dark Blue,46,0.4494,20.6724,0.4417,20.318199999999997,
313,"=IMAGE(""HTTP://img.bricklink.com/P/6/3299.jpg"")",3299,Slope 33 2 x 4 Double,Green,8,1.3120,10.496,1.1396,9.1168,
314,"=IMAGE(""HTTP://img.bricklink.com/P/5/3045.jpg"")",3045,Slope 45 2 x 2 Double Convex,Red,65,0.1071,6.9615,0.1076,6.994,
315,"=IMAGE(""HTTP://img.bricklink.com/P/63/3045.jpg"")",3045,Slope 45 2 x 2 Double Convex,Dark Blue,87,0.0820,7.134,0.0819,7.1253,
316,"=IMAGE(""HTTP://img.bricklink.com/P/85/3045.jpg"")",3045,Slope 45 2 x 2 Double Convex,Dark Bluish Gray,65,0.1738,11.297,0.1757,11.4205,
317,"=IMAGE(""HTTP://img.bricklink.com/P/69/3045.jpg"")",3045,Slope 45 2 x 2 Double Convex,Dark Tan,31,0.2809,8.707899999999999,0.3173,9.836300000000001,
318,"=IMAGE(""HTTP://img.bricklink.com/P/6/3045.jpg"")",3045,Slope 45 2 x 2 Double Convex,Green,33,0.4106,13.549800000000001,0.4009,13.2297,
319,"=IMAGE(""HTTP://img.bricklink.com/P/1/58181.jpg"")",58181,Slope 33 3 x 6 without Inner Walls,White,21,0.1617,3.3957,0.1596,3.3516,
320,"=IMAGE(""HTTP://img.bricklink.com/P/5/3046a.jpg"")",3046a,Slope 45 2 x 2 Double Concave,Red,22,0.2590,5.698,0.2566,5.6452,
321,"=IMAGE(""HTTP://img.bricklink.com/P/63/3046a.jpg"")",3046a,Slope 45 2 x 2 Double Concave,Dark Blue,86,0.1416,12.1776,0.1409,12.1174,
322,"=IMAGE(""https://lh3.googleusercontent.com/gggQNg0uS7SULmfLesAnlH30p2TzFfURnlKr3h4qPZyrS8VELvq1u9aC-kSb99qn6kMOchlXl5sZ1F6kpQgH7S7WSjFrljrFrXs9t7_i4S0gkyqpSjKvT19wXsckBswXnDNgjJMA4yu4sfeuy-dEn8QudXNsgHQ3MzQITx81gtimSyhPM-DR2y8VDfsCi8GuRcAvg2jnDmE3lt6B8nqyGSswPr_s15WX5eM0n0bT7Hlr5auq2TnxUoaDmPqelCxF338Cq0T1lA30Jh2O_Wq6JAxSovlOJG-W9punVC8dvE8juF8AowUY2OzVdwQW3Y-p9FCqJ2SwTu1j6s9AerWWXasIMPkE6ovBrtlXYd9KIRMLX3lQUBDA3VCX2cawYA4w5lH_4qCavgGTt1_j3XzkzJ1TTYub10HpAvUcWOkYzjZpeUZz7EZQASGc6_ZaP3UqV-UjGrDyB7h8tLeVCGSio4ASv-1Oe8Ap_KJEbha-w4VtzrBVaoWu5mLKZ2rSIwSaRFEVf7DOMxVkqhmB0t3l6-vXkrHEYs99mRTRtdRe6NimXTCNyBW0Ivo0WzwXqVR7hhY2PZtbGXauWSaHnt1iHmG-JQD3If6O2bN3T4Rf29UBb4IM96Z13_0AGbBUpedeMxSUjIkj8rFDbcX9FtIDJ4LGZgi9BT85OmvUvXhQ5T-aYgoIvwqT9tsBDfXDCSXpIZJeGemCGp_hvr_6g3yogHIueg=w1278-h959-no"")",N/A,Various Slopes,Various,58,0.1,5.800000000000001,0.1,5.800000000000001,
323,"=IMAGE(""HTTP://img.bricklink.com/P/6/30182.jpg"")",30182,Slope 45 4 x 4,Green,18,0.0000,0.0,0.0,0.0,
324.1,"=IMAGE(""HTTP://img.bricklink.com/P/6/3038.jpg"")",3038,Slope 45 2 x 3,Green,24,0.7434,17.8416,0.8392,20.1408,
324.2,"=IMAGE(""HTTP://img.bricklink.com/P/6/3038.jpg"")",3038,Slope 45 2 x 3,Green,24,0.7434,17.8416,0.8392,20.1408,
324.3,"=IMAGE(""HTTP://img.bricklink.com/P/6/3038.jpg"")",3038,Slope 45 2 x 3,Green,24,0.7434,17.8416,0.8392,20.1408,
324.4,"=IMAGE(""HTTP://img.bricklink.com/P/6/3038.jpg"")",3038,Slope 45 2 x 3,Green,24,0.7434,17.8416,0.8392,20.1408,
325,"=IMAGE(""HTTP://img.bricklink.com/P/63/3038.jpg"")",3038,Slope 45 2 x 3,Dark Blue,110,0.0902,9.922,0.0873,9.603,
326.1,"=IMAGE(""HTTP://img.bricklink.com/P/6/4161.jpg"")",4161,Slope 33 3 x 3,Green,6,3.8200,22.919999999999998,3.82,22.919999999999998,
326.2,"=IMAGE(""HTTP://img.bricklink.com/P/6/4161.jpg"")",4161,Slope 33 3 x 3,Green,6,3.8200,22.919999999999998,3.82,22.919999999999998,
326.3,"=IMAGE(""HTTP://img.bricklink.com/P/6/4161.jpg"")",4161,Slope 33 3 x 3,Green,6,3.8200,22.919999999999998,3.82,22.919999999999998,
326.4,"=IMAGE(""HTTP://img.bricklink.com/P/6/4161.jpg"")",4161,Slope 33 3 x 3,Green,6,3.8200,22.919999999999998,3.82,22.919999999999998,
327,"=IMAGE(""HTTP://img.bricklink.com/P/86/3038.jpg"")",3038,Slope 45 2 x 3,Light Bluish Gray,12,0.2170,2.604,0.218,2.616,
328,"=IMAGE(""HTTP://img.bricklink.com/P/13/4176.jpg"")",4176,Windscreen 2 x 6 x 2,Trans-Black,126,0.1554,19.5804,0.1532,19.3032,
329.1,"=IMAGE(""HTTP://img.bricklink.com/P/1/30236.jpg"")",30236,"Brick, Modified 1 x 2 with Handle",White,238,0.0310,7.378,0.0306,7.2828,
329.2,"=IMAGE(""HTTP://img.bricklink.com/P/1/30236.jpg"")",30236,"Brick, Modified 1 x 2 with Handle",White,238,0.0310,7.378,0.0306,7.2828,
329.3,"=IMAGE(""HTTP://img.bricklink.com/P/1/30236.jpg"")",30236,"Brick, Modified 1 x 2 with Handle",White,238,0.0310,7.378,0.0306,7.2828,
330,"=IMAGE(""HTTP://img.bricklink.com/P/85/61780.jpg"")",61780,"Container, Box 2 x 2 x 2 - Top Opening",Dark Bluish Gray,130,0.1284,16.691999999999997,0.1302,16.926000000000002,
331,"=IMAGE(""HTTP://img.bricklink.com/P/1/3829c01.jpg"")",3829c01,"Vehicle, Steering Stand 1 x 2 with Black Steering Wheel",Various,130,0.1,13.0,0.1,13.0,
332.1,"=IMAGE(""HTTP://img.bricklink.com/P/1/3659.jpg"")",3659,"Brick, Arch 1 x 4",White,174,0.0680,11.832,0.0678,11.7972,
332.2,"=IMAGE(""HTTP://img.bricklink.com/P/1/3659.jpg"")",3659,"Brick, Arch 1 x 4",White,174,0.0680,11.832,0.0678,11.7972,
333,"=IMAGE(""HTTP://img.bricklink.com/P/5/7039c01.jpg"")",7039c01,"Wheel Old with 4 Studs, with Black Tire Smooth Old Style - Small (7039 / 132-old)",Red,36,0.0000,0.0,0.0,0.0,
334,"=IMAGE(""HTTP://img.bricklink.com/P/88/2339.jpg"")",2339,"Brick, Arch 1 x 5 x 4 - Continuous Bow",Reddish Brown,18,0.2230,4.014,0.2257,4.0626,
335,"=IMAGE(""HTTP://img.bricklink.com/P/88/60481.jpg"")",60481,Slope 65 2 x 1 x 2,Reddish Brown,17,0.0765,1.3005,0.0767,1.3039,
336,"=IMAGE(""HTTP://img.bricklink.com/P/6/3741.jpg"")",3741,Plant Flower Stem,Green,215,0.0490,10.535,0.0489,10.5135,
337,"=IMAGE(""HTTP://img.bricklink.com/P/3/98262.jpg"")",98262,Plant Flower 2 x 2 Rounded - Solid Stud,Yellow,116,0.0472,5.4752,0.047,5.452,
338,"=IMAGE(""HTTP://img.bricklink.com/P/5/98262.jpg"")",98262,Plant Flower 2 x 2 Rounded - Solid Stud,Red,41,0.0708,2.9028,0.0732,3.0012,
339,"=IMAGE(""HTTP://img.bricklink.com/P/1/98262.jpg"")",98262,Plant Flower 2 x 2 Rounded - Solid Stud,White,29,0.2166,6.2814,0.2336,6.7744,
340,"=IMAGE(""HTTP://img.bricklink.com/P/6/4727.jpg"")",4727,Plant Flower 2 x 2 Leaves - Angular,Green,36,0.2157,7.7652,0.227,8.172,
341,"=IMAGE(""HTTP://img.bricklink.com/P/1/2417.gif"")",2417,Plant Leaves 6 x 5,Light Green,55,0.0000,0.0,0.0,0.0,
342,"=IMAGE(""HTTP://img.bricklink.com/P/115/30046.jpg"")",30046,Window 1 x 2 x 2 2/3 Pane Lattice Diamond with Rounded Top,Pearl Gold,76,0.1249,9.4924,0.1246,9.4696,
343,"=IMAGE(""HTTP://img.bricklink.com/P/1/33303.jpg"")",33303,Fence 1 x 4 x 2 Paled (Picket),White,115,0.1616,18.584,0.1617,18.5955,
344,"=IMAGE(""HTTP://img.bricklink.com/P/12/3823.jpg"")",3823,Windscreen 2 x 4 x 2,Trans-Clear,29,0.1411,4.0919,0.1422,4.1238,
345,"=IMAGE(""HTTP://img.bricklink.com/P/1/4130.jpg"")",4130,Door Frame 2 x 4 x 5,White,10,0.3202,3.202,0.3595,3.5949999999999998,
346,"=IMAGE(""HTTP://img.bricklink.com/P/5/6236.jpg"")",6236,Window 2 x 6 x 6 Freestyle,Red,15,0.9500,14.25,0.95,14.25,
347,"=IMAGE(""N/A"")",N/A,Various Windscreens,Various,15,0.1,1.5,0.1,1.5,
348,"=IMAGE(""HTTP://img.bricklink.com/P/86/4345.jpg"")",4345,"Container, Box 2 x 2 x 2",Light Bluish Gray,25,0.0673,1.6824999999999999,0.067,1.675,
349,"=IMAGE(""HTTP://img.bricklink.com/P/11/30391.jpg"")",30391,Tire 30.4 x 14 Offset Tread,Black,53,0.1783,9.4499,0.1808,9.5824,
350,"=IMAGE(""HTTP://img.bricklink.com/P/6/30176.jpg"")",30176,"Plant Brick, Round 1 x 1 with 3 Bamboo Leaves",Green,102,0.0803,8.1906,0.0803,8.1906,
351,"=IMAGE(""HTTP://img.bricklink.com/P/1/6079.jpg"")",6079,Fence 1 x 8 x 2 2/3,White,8,0.4635,3.708,0.4666,3.7328,
352,"=IMAGE(""HTTP://img.bricklink.com/P/6/30239.jpg"")",30239,Plant Leaves 6 x 5 Swordleaf with Clip,Green,22,0.6607,14.5354,0.6774,14.9028,
353,"=IMAGE(""HTTP://img.bricklink.com/P/1/4624c01.jpg"")",4624c01,Wheel  8mm D. x 6mm with Black Tire 14mm D. x 4mm Smooth Small Single &#40;4624 / 3139&#41;,White,52,0.1152,5.9904,0.1152,5.9904,
354,"=IMAGE(""HTTP://img.bricklink.com/P/11/3137c01assy2.jpg"")",3137c01assy2,"Brick, Modified 2 x 2 with Wheels Red for Single Tire with Black Tires 15mm D. x 6mm Offset Tread Small &#40;3137c01 / 3641&#41;",Red,8,0.0000,0.0,0.0,0.0,
355.1,"=IMAGE(""HTTP://img.bricklink.com/P/86/74967c01.jpg"")",74967c01,"Wheel  8mm D. x 9mm, Hole Notched for Wheels Holder Pin, Reinforced Back with Black Tire 14mm D. x 9mm Smooth Small Wide Slick &#40;74967 / 30028&#41;",Light Bluish Gray,130,0.0690,8.97,0.069,8.97,
355.2,"=IMAGE(""HTTP://img.bricklink.com/P/86/74967c01.jpg"")",74967c01,"Wheel  8mm D. x 9mm, Hole Notched for Wheels Holder Pin, Reinforced Back with Black Tire 14mm D. x 9mm Smooth Small Wide Slick &#40;74967 / 30028&#41;",Light Bluish Gray,130,0.0690,8.97,0.069,8.97,
356,"=IMAGE(""HTTP://img.bricklink.com/P/5/715c01.jpg"")",715c01,"Wheel Old with 12 Studs, with Black Tire Smooth Old Style - Large (715 / 36)",Red,4,2.1900,8.76,2.19,8.76,
357,"=IMAGE(""HTTP://img.bricklink.com/P/86/55982.jpg"")",55982,"Wheel 18mm D. x 14mm with Axle Hole, Fake Bolts and Shallow Spokes",Light Bluish Gray,33,0.0791,2.6103,0.0794,2.6202,
358,"=IMAGE(""HTTP://img.bricklink.com/P/86/56902.jpg"")",56902,Wheel 18mm D. x  8mm with Fake Bolts and Shallow Spokes,Light Bluish Gray,28,0.1571,4.3988,0.1582,4.429600000000001,
359,"=IMAGE(""HTTP://img.bricklink.com/P/86/56902.jpg"")",N/A,Yellow wheel w/tire,Yellow,8,0.1,0.8,0.1,0.8,
360.1,"=IMAGE(""HTTP://img.bricklink.com/P/11/7049b.jpg"")",7049b,"Brick, Modified 2 x 4 with Wheels Holder Old and Trans-Clear Bottom",Black,10,2.4221,24.221,2.4221,24.221,
360.2,"=IMAGE(""HTTP://img.bricklink.com/P/11/7049b.jpg"")",7049b,"Brick, Modified 2 x 4 with Wheels Holder Old and Trans-Clear Bottom",Black,10,2.4221,24.221,2.4221,24.221,
361,"=IMAGE(""HTTP://img.bricklink.com/P/5/453.jpg"")",453,Window 1 x 4 x 2 with Fixed Glass,Red,60,0.0000,0.0,0.0,0.0,
362,"=IMAGE(""HTTP://img.bricklink.com/P/1/60592.jpg"")",60592,Window 1 x 2 x 2 Flat Front,White,52,0.1932,10.0464,0.1931,10.0412,
363,"=IMAGE(""HTTP://img.bricklink.com/P/2/60592.jpg"")",60592,Window 1 x 2 x 2 Flat Front,Tan,49,0.1837,9.0013,0.1834,8.986600000000001,
364,"=IMAGE(""HTTP://img.bricklink.com/P/1/3579.jpg"")",3579,Door Frame 1 x 3 x 4,White,18,0.0000,0.0,0.0,0.0,
366.1,"=IMAGE(""HTTP://img.bricklink.com/P/5/3581.jpg"")",3581,"Brick, Modified 1 x 1 x 2 with Shutter Holder",Red,10,1.7099,17.099,1.7463,17.463,
366.2,"=IMAGE(""HTTP://img.bricklink.com/P/5/3581.jpg"")",3581,"Brick, Modified 1 x 1 x 2 with Shutter Holder",Red,10,1.7099,17.099,1.7463,17.463,
366.3,"=IMAGE(""HTTP://img.bricklink.com/P/5/3581.jpg"")",3581,"Brick, Modified 1 x 1 x 2 with Shutter Holder",Red,10,1.7099,17.099,1.7463,17.463,
367,"=IMAGE(""HTTP://img.bricklink.com/P/3/4132.jpg"")",4132,Window 2 x 4 x 3 Frame,Yellow,17,0.1168,1.9856,0.1168,1.9856,
368,"=IMAGE(""HTTP://img.bricklink.com/P/1/60594.jpg"")",N/A,Various Window/Door/Fence,Various,40,0.1,4.0,0.1,4.0,
369,"=IMAGE(""https://lh3.googleusercontent.com/3f_-DH6ul7nHOwmFoAbybGxkz4qoeEbw2clNiOlr4XuqTIXZ_9GX8lWN-ss1fFXh09Z2l7Yj_u8WJE5kizqmRRRr5RX8JZsG-XDk5LESSDHIMlrgiK6HQ2Bh3mfwebq8_hHVYLGPo8ZbRbq2Y9eaBGWAnUnNvwpL6nyJrq88ryRyoi_way3TkyMSIILMSN18Oi5JWfJSpWUrgowgidupqZ-BioomrnMIlo58gbWRgc1nLprfM8spSzDiD4X3X-FPV9TvMvWnrbqdOfVagjlvA4bXf0tsvFaBwmXCIiNDPRpyqdz7NSD5VAZsSjuWD8Lce_QTcM-va4cvjO0wc0FNUO7l8xxspvMRgaAtx67q88_sgHrGCQ8S0r2ZerR2DOPRh3xeZ7tFdWfY9rAiUomGYT3d5zWqD4h_-6CiMZUZAGJG4KLHB1okDiZph6q_RKMDMsyCq0Pd-m8E4uFrnm6UuJDViYzW2NjdzlXROloCyRVSvH8Wzyp4VDP19WYAGmE_6olk_NVcwZkuOaxAJL6a8msimAWGDjcSm6dm4SuOiGIsBGDJoA6lPC-jaDO9zCYrToinQqt55N41vX7gCerO_hb3FV9kXgtQ2XFR2YLsYCpXi2YEpWK20SgbCSGoeBuf_GUqL5xfgZICekd2im_tDkf269WBBHq0SV5ZfPuyqbce_ofOX3CcyNMxnRmJbZS3a3pRHvYeJNri280u9LDX4jtjdA=w1230-h923-no"")",N/A,Various Window/Door/Fence,Various,40,0.1,4.0,0.1,4.0,
370,"=IMAGE(""https://lh3.googleusercontent.com/-rY3VtIgXzcaUMEZgnBKsKVNtC5ZPS59haAKMB6ct-UoT2sIvjGw4eUWuYyDuDO9BlaWJEnG5gExkljdWVGiiW5G1UqPBveVJYI1vYfCssuxtuKB2gm6ydpOaBV40bcOhW9oPJinBTN1ybbnSoobvpZZ1S2T-Oq1FrTCpjQwNmDPojxXDHsKxbc4pHkNcrpeV6XnEqbTjZy0nts93T0wsagCx7m3nKYdOjGlDDzjRvMQsU7nzID-7g6sCLi3ttIFOrjn0kL4JRt4p7ueBdMdppCNWVKTTPV_zWQro4CrpsG2CXrKZ-gxJPhCa33TwnG8wS-9aLP_bBehSSX2yciM5aYDeIhGiV4iZYebJBBgg01Q7rSstIedUQ_uEAfcUKkDVGZvOqsCU27DxW9A8ZS8eGntsS43ypkhqyuMt3haKFuBqtY8DYmoBe9EVLaIVoUDyUa0xaj46dNayvNuAAv5P_sa0GI5omyYrZ1WO_lgTvlS_AcmEgODIrARB_BuBrI3PCS65Cpy4rFmVn2cvHGov8xRksWF6FHvxsl99W0-zko4r6tjKYHtC8i5Ps6dRojKeMC3uj-0mniV2TLyym0LwRR0qciyBhu094mpvXfYtE2MEl61LwGrnvuqRjGuGlo670h2NNqkLDnT7NDeivST-rMisqf7ov7LRCBSWhkTqKObMOPxfP8iKuRx1V1_FpVWcA3MjY-DmWLlwfs0KC1w1o8Npw=w990-h1320-no"")",N/A,Various Car parts,Various,70,0.1,7.0,0.1,7.0,
371,"=IMAGE(""https://lh3.googleusercontent.com/gCICQhKuURFwmkln2QU7lj7hQZIVT5OXFELzHnnCM6dDlw7RLPg8TGagjMevB8COjJrr2ixSF6LHW2nGuW3flbfN_H7VA4DBLzbd1QVNDO9s4jZD_IfVEmsuSu-0b7mrHv9X0NNngmxBj1g3nsAin_QcK0HLTjufhe2NMS8RBTKhxIplBaROujLIp_cC_-ZVA5NHFNvca_oidAAAJBFnw1MYCMiyL-P5VsUry-Q2MDznX81JSWQU4-VcCo_A2ovGWot-cvYAtqUZ8skfqSx40psA5hWqxJUGZPAguM0Vg29HuxCkOFvU7e_GpDELAFlllwmfpkL3DdyfU6HyXvQaNWtuLvljQuADQVGkfM1XGqIeLIhHUzmYbEUUCr235NuFIHGNtvsFb1PFFWVlg2yKh7Ap4PhTicwe0QXx6QfJvI3XuV6l_F3jkPDzK-exkwhcHuhP3IKjun7Pp7i5flbM8tBS6mxdyWTLnT2HWVNN_ols5wkey3lDfUISTcnAKTIz2EZ-3ybjrmlUQNI2W3hHgHvjkGvUZpqKAmxYm2ZlomBnkzkaQXUzI11zQsHHnRnpgT--sCI4RvE5eflTNeLipW150DNaVS7Oc6EuGE1KZDPnc_HQnxzGC-ePNuDgzAojMJwFy32CHLOtC79uTEy5a1BztqtKl8bxgX5v2mtJQKMd26EAJaQ6M__iKKGpRetfvzMpew919kK-jZdo54zOBQfX_g=w792-h1056-no"")",N/A,Various Arches,Various,97,0.1,9.700000000000001,0.1,9.700000000000001,
372.1,"=IMAGE(""HTTP://img.bricklink.com/P/88/3003.jpg"")",3003,Brick 2 x 2,Reddish Brown,162,0.0531,8.6022,0.0536,8.683200000000001,
372.2,"=IMAGE(""HTTP://img.bricklink.com/P/88/3003.jpg"")",3003,Brick 2 x 2,Reddish Brown,162,0.0531,8.6022,0.0536,8.683200000000001,
373.1,"=IMAGE(""HTTP://img.bricklink.com/P/7/3003.jpg"")",3003,Brick 2 x 2,Blue,233,0.0443,10.3219,0.0442,10.2986,
373.2,"=IMAGE(""HTTP://img.bricklink.com/P/7/3003.jpg"")",3003,Brick 2 x 2,Blue,233,0.0443,10.3219,0.0442,10.2986,
373.3,"=IMAGE(""HTTP://img.bricklink.com/P/7/3003.jpg"")",3003,Brick 2 x 2,Blue,233,0.0443,10.3219,0.0442,10.2986,
373.4,"=IMAGE(""HTTP://img.bricklink.com/P/7/3003.jpg"")",3003,Brick 2 x 2,Blue,233,0.0443,10.3219,0.0442,10.2986,
374.1,"=IMAGE(""HTTP://img.bricklink.com/P/3/3003.jpg"")",3003,Brick 2 x 2,Yellow,227,0.0439,9.965300000000001,0.044,9.988,
374.2,"=IMAGE(""HTTP://img.bricklink.com/P/3/3003.jpg"")",3003,Brick 2 x 2,Yellow,227,0.0439,9.965300000000001,0.044,9.988,
374.3,"=IMAGE(""HTTP://img.bricklink.com/P/3/3003.jpg"")",3003,Brick 2 x 2,Yellow,227,0.0439,9.965300000000001,0.044,9.988,
374.4,"=IMAGE(""HTTP://img.bricklink.com/P/3/3003.jpg"")",3003,Brick 2 x 2,Yellow,227,0.0439,9.965300000000001,0.044,9.988,
375.1,"=IMAGE(""HTTP://img.bricklink.com/P/5/3003.jpg"")",3003,Brick 2 x 2,Red,238,0.0449,10.686200000000001,0.0449,10.686200000000001,
375.2,"=IMAGE(""HTTP://img.bricklink.com/P/5/3003.jpg"")",3003,Brick 2 x 2,Red,238,0.0449,10.686200000000001,0.0449,10.686200000000001,
375.3,"=IMAGE(""HTTP://img.bricklink.com/P/5/3003.jpg"")",3003,Brick 2 x 2,Red,238,0.0449,10.686200000000001,0.0449,10.686200000000001,
375.4,"=IMAGE(""HTTP://img.bricklink.com/P/5/3003.jpg"")",3003,Brick 2 x 2,Red,238,0.0449,10.686200000000001,0.0449,10.686200000000001,
375.5,"=IMAGE(""HTTP://img.bricklink.com/P/5/3003.jpg"")",3003,Brick 2 x 2,Red,238,0.0449,10.686200000000001,0.0449,10.686200000000001,
376.1,"=IMAGE(""HTTP://img.bricklink.com/P/11/3003.jpg"")",3003,Brick 2 x 2,Black,197,0.0788,15.523599999999998,0.0787,15.503900000000002,
376.2,"=IMAGE(""HTTP://img.bricklink.com/P/11/3003.jpg"")",3003,Brick 2 x 2,Black,197,0.0788,15.523599999999998,0.0787,15.503900000000002,
